Response ID,Rated Level,Correctness Bughunt 1,Timing Bughunt 1,Timing Correct Bughunt 1,Timing Incorrect Bughunt 1,Correctness Bughunt 2,Timing Bughunt 2,Timing Correct Bughunt 2,Timing Incorrect Bughunt 2,Correctness Bughunt 3,Timing Bughunt 3,Timing Correct Bughunt 3,Timing Incorrect Bughunt 3,Correctness Bughunt 4,Timing Bughunt 4,Timing Correct Bughunt 4,Timing Incorrect Bughunt 4,Correctness Bughunt 5,Timing Bughunt 5,Timing Correct Bughunt 5,Timing Incorrect Bughunt 5,Correctness Bughunt 6,Timing Bughunt 6,Timing Correct Bughunt 6,Timing Incorrect Bughunt 6,Correctness Bughunt 7,Timing Bughunt 7,Timing Correct Bughunt 7,Timing Incorrect Bughunt 7,Correctness Bughunt 8,Timing bug hunt 8,Timing Correct Bughunt 8,Timing Incorrect Bughunt 8,Correctness Bughunt 9,Timing Bughunt 9,Timing Correct Bughunt 9,Timing Incorrect Bughunt 9,Correctness Bughunt 10,Timing Bughunt 10,Timing Correct Bughunt 10,Timing Incorrect Bughunt 10,Correctness Bughunt 11,Timing Bughunt 11,Timing Correct Bughunt 11,Timing Incorrect Bughunt 11,Correctness Bughunt 12,Timing Bughunt 12,Timing Correct Bughunt 12,Timing Incorrect Bughunt 12,Correctness Bughunt 13,Timing Bughunt 13,Timing Correct Bughunt 13,Timing Incorrect Bughunt 13,Correctness Bughunt 14,Timing Bughunt 14,Timing Correct Bughunt 14,Timing Incorrect Bughunt 14,Correctness Bughunt 15,Timing Bughunt 15,Timing Correct Bughunt 15,Timing Incorrect Bughunt 15,Correctness Bughunt 16,Timing Bughunt 16,Timing Correct Bughunt 16,Timing Incorrect Bughunt 16,Kimchi refactor Timings ALL,Participant Self-Selected Proposal,Preference for 1,Preference for 2,Correctness of implementation (Any),Proposal 1 Implementation Correct,Proposal 1 Implementation Responded,Proposal 1 Implementation Timing Correct,Proposal 1 Implementation Timing Incorrect,Proposal 2 Implementation Correct,Proposal 2 Implementation Total Participants,Proposal 2 Implementation Timing Correct,Proposal 2 Implementation Timing Incorrect
598,0,,18,,18,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,8,,0,0,,0,1,,8,0,0,,
601,0,1,65,65,,,,,0,,,,0,,,,0,,,,0,,,,0,0,148,,148,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,190,2,0,0,1,0,0,,,1,1,190,
606,1,,,,0,,,,0,,,,0,1,234,234,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,76,76,,,,,0,,,,0,,,,0,,,,0,87,,0,0,,0,1,,87,0,0,,
609,2,1,169,169,,,,,0,,,,0,,,,0,,,,0,,,,0,1,141,141,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,274,2,0,0,1,0,0,,,1,1,274,
616,0,,,,0,,,,0,,,,0,0,45,,45,,,,0,,,,0,0,22,,22,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,2,,0,0,,0,0,,,0,0,,
618,1,,,,0,,,,0,,,,0,1,97,97,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,369,369,,,,,0,,,,0,,,,0,,,,0,206,1,0,0,1,1,1,206,,0,0,,
620,2,1,179,179,,,,,0,,,,0,,,,0,,,,0,,,,0,1,212,212,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,478,2,0,0,1,0,0,,,1,1,478,
625,1,1,201,201,,,,,0,,,,0,,,,0,,,,0,,,,0,1,159,159,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,274,2,0,0,1,0,0,,,1,1,274,
627,0,,,,0,,,,0,,,,0,1,169,169,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,80,80,,,,,0,,,,0,,,,0,,,,0,287,1,0,0,0,0,1,,287,0,0,,
629,1,1,210,210,,,,,0,,,,0,1,191,191,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,0,0,,,0,0,,
630,2,,,,0,,,,0,,,,0,1,168,168,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,48,48,,,,,0,,,,0,,,,0,,,,0,194,1,0,0,1,1,1,194,,0,0,,
632,1,1,329,329,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,132,132,,,,,0,,,,0,,,,0,,,,0,549,1,0,0,1,1,1,549,,0,0,,
633,2,,,,0,,,,0,,,,0,1,161,161,,,,,0,,,,0,0,120,,120,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,72,,0,0,,0,0,,,0,1,,72
636,1,,300,,300,,,,0,,,,0,1,66,66,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
637,2,,,,0,,,,0,,,,0,1,37,37,,,,,0,,,,0,1,81,81,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,89,2,0,0,1,0,0,,,1,1,89,
642,1,1,129,129,,,,,0,,,,0,,,,0,,,,0,,,,0,0,137,,137,,,,0,,,,0,,,,0,,,,0,1,50,50,,,,,0,,,,0,,,,0,,,,0,453,2,0,1,1,0,0,,,1,1,453,
645,1,1,140,140,,,,,0,,,,0,,,,0,,,,0,,,,0,1,57,57,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,153,2,0,0,1,0,0,,,1,1,153,
646,1,,,,0,,,,0,,,,0,1,151,151,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,84,84,,,,,0,,,,0,,,,0,,,,0,256,1,0,0,0,0,1,,256,0,0,,
647,2,1,203,203,,,,,0,,,,0,1,70,70,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
649,0,0,179,,179,,,,0,,,,0,,,,0,,,,0,,,,0,0,785,,785,,,,0,,,,0,,,,0,,,,0,1,32115,32115,,,,,0,,,,0,,,,0,,,,0,51361,2,0,1,0,0,0,,,0,1,,
650,2,1,88,88,,,,,0,,,,0,,,,0,,,,0,,,,0,1,184,184,,,,,0,,,,0,,,,0,,,,0,1,34,34,,,,,0,,,,0,,,,0,,,,0,144,2,0,1,1,0,0,,,1,1,144,
652,2,1,174,174,,,,,0,,,,0,,,,0,,,,0,,,,0,1,188,188,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,272,2,0,0,1,0,0,,,1,1,272,
653,0,,,,0,,,,0,,,,0,1,114,114,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,57,57,,,,,0,,,,0,,,,0,,,,0,77,,0,0,,0,1,,77,0,0,,
654,1,,,,0,,,,0,,,,0,1,137,137,,,,,0,,,,0,0,137,,137,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,485,2,0,0,1,0,0,,,1,1,485,
656,0,,,,0,,,,0,,,,0,1,125,125,,,,,0,,,,0,0,189,,189,,,,0,,,,0,,,,0,,,,0,1,46,46,,,,,0,,,,0,,,,0,,,,0,283,1,1,0,1,1,1,283,,0,0,,
658,2,1,347,347,,,,,0,,,,0,1,94,94,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
659,1,1,158,158,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,71,,71,,,,0,,,,0,,,,0,,,,0,398,1,0,0,1,1,1,398,,0,0,,
660,1,1,99,99,,,,,0,,,,0,,,,0,,,,0,,,,0,0,89,,89,,,,0,,,,0,,,,0,,,,0,1,41,41,,,,,0,,,,0,,,,0,,,,0,38,,0,0,,0,0,,,0,0,,
662,1,,,,0,,,,0,,,,0,1,74,74,,,,,0,,,,0,0,170,,170,,,,0,,,,0,,,,0,,,,0,1,42,42,,,,,0,,,,0,,,,0,,,,0,226,2,0,1,0,0,0,,,0,1,,226
663,0,1,644,644,,,,,0,,,,0,1,108,108,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
665,2,,,,0,,,,0,,,,0,1,158,158,,,,,0,,,,0,1,261,261,,,,,0,,,,0,,,,0,,,,0,1,40,40,,,,,0,,,,0,,,,0,,,,0,304,2,0,1,1,0,0,,,1,1,304,
672,2,,,,0,,,,0,,,,0,1,259,259,,,,,0,,,,0,0,244,,244,,,,0,,,,0,,,,0,,,,0,1,84,84,,,,,0,,,,0,,,,0,,,,0,205,2,0,1,1,0,0,,,1,1,205,
673,2,,,,0,,,,0,,,,0,1,222,222,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,155,155,,,,,0,,,,0,,,,0,,,,0,1877,3,0,0,1,1,1,1877,,0,0,,
675,2,1,192,192,,,,,0,,,,0,1,97,97,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
676,1,,,,0,,,,0,,,,0,1,399,399,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,57,57,,,,,0,,,,0,,,,0,,,,0,276,1,0,0,1,1,1,276,,0,0,,
680,1,1,188,188,,,,,0,,,,0,,,,0,,,,0,,,,0,1,150,150,,,,,0,,,,0,,,,0,,,,0,1,33,33,,,,,0,,,,0,,,,0,,,,0,246,2,0,1,1,0,0,,,1,1,246,
685,2,1,148,148,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,84,84,,,,,0,,,,0,,,,0,,,,0,227,1,0,0,0,0,1,,227,0,0,,
687,1,1,87,87,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,77,77,,,,,0,,,,0,,,,0,,,,0,3025,1,0,0,0,0,1,,3025,0,0,,
689,1,1,250,250,,,,,0,,,,0,1,68,68,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
692,0,1,120,120,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,60,60,,,,,0,,,,0,,,,0,,,,0,122,,0,0,,0,1,,122,0,0,,
695,2,,,,0,,,,0,,,,0,1,10685,10685,,,,,0,,,,0,1,281,281,,,,,0,,,,0,,,,0,,,,0,1,73,73,,,,,0,,,,0,,,,0,,,,0,398,2,0,1,1,0,0,,,1,1,398,
698,1,1,256,256,,,,,0,,,,0,1,128,128,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,385,3,0,0,1,0,0,,,0,0,,
701,1,1,233,233,,,,,0,,,,0,1,93,93,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,,0,0,,,0,0,,
706,1,1,100,100,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,39,39,,,,,0,,,,0,,,,0,,,,0,255,1,0,0,1,1,1,255,,0,0,,
709,2,,,,0,,,,0,,,,0,1,175,175,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,69,69,,,,,0,,,,0,,,,0,,,,0,241,1,0,0,1,1,1,241,,0,0,,
710,2,1,125,125,,,,,0,,,,0,,,,0,,,,0,,,,0,1,419,419,,,,,0,,,,0,,,,0,,,,0,1,72,72,,,,,0,,,,0,,,,0,,,,0,119,2,0,1,1,0,0,,,1,1,119,
714,2,,117,,117,,,,0,,,,0,1,100,100,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,,0,0,,,0,0,,
718,1,,,,0,,,,0,,,,0,1,146,146,,,,,0,,,,0,0,118,,118,,,,0,,,,0,,,,0,,,,0,1,37,37,,,,,0,,,,0,,,,0,,,,0,201,2,0,1,1,0,0,,,1,1,201,
721,1,,,,0,,,,0,,,,0,1,94,94,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,34,34,,,,,0,,,,0,,,,0,,,,0,225,1,0,0,1,1,1,225,,0,0,,
723,2,1,77,77,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,38,,38,,,,0,,,,0,,,,0,,,,0,174,1,0,0,1,1,1,174,,0,0,,
724,2,,,,0,,,,0,,,,0,1,433,433,,,,,0,,,,0,1,1102,1102,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,212,2,0,0,1,0,0,,,1,1,212,
725,2,1,174,174,,,,,0,,,,0,1,145,145,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,270,,0,0,,0,0,,,0,0,,
728,0,0,106,,106,,,,0,,,,0,,,,0,,,,0,,,,0,1,78,78,,,,,0,,,,0,,,,0,,,,0,1,562,562,,,,,0,,,,0,,,,0,,,,0,62,,0,0,,0,0,,,0,0,,
732,1,1,242,242,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,60,60,,,,,0,,,,0,,,,0,,,,0,2857,1,0,0,1,1,1,2857,,0,0,,
733,1,1,177,177,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,85,85,,,,,0,,,,0,,,,0,,,,0,319,1,0,0,1,1,1,319,,0,0,,
735,2,1,470,470,,,,,0,,,,0,1,1091,1091,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
736,2,,,,0,,,,0,,,,0,1,327,327,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,90,90,,,,,0,,,,0,,,,0,,,,0,333,1,0,0,1,1,1,333,,0,0,,
737,1,1,109,109,,,,,0,,,,0,,,,0,,,,0,,,,0,1,62,62,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,137,2,0,0,1,0,0,,,1,1,137,
738,0,,,,0,,,,0,,,,0,1,284,284,,,,,0,,,,0,1,395,395,,,,,0,,,,0,,,,0,,,,0,1,37,37,,,,,0,,,,0,,,,0,,,,0,147,2,0,1,1,0,0,,,1,1,147,
740,1,,,,0,,,,0,,,,0,1,151,151,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,120,120,,,,,0,,,,0,,,,0,,,,0,302,1,0,0,1,1,1,302,,0,0,,
742,0,,,,0,,,,0,,,,0,1,234,234,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,129,129,,,,,0,,,,0,,,,0,,,,0,518,1,0,0,1,1,1,518,,0,0,,
743,1,1,106,106,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,38,38,,,,,0,,,,0,,,,0,,,,0,209,1,0,0,1,1,1,209,,0,0,,
744,0,1,157,157,,,,,0,,,,0,1,120,120,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
756,2,,,,0,,,,0,,,,0,1,145,145,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,57,57,,,,,0,,,,0,,,,0,,,,0,615,1,0,0,1,1,1,615,,0,0,,
757,2,1,95,95,,,,,0,,,,0,1,34,34,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
758,1,1,116,116,,,,,0,,,,0,,,,0,,,,0,,,,0,0,81,,81,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,286,2,0,0,1,0,0,,,1,1,286,
763,1,,,,0,,,,0,,,,0,1,356,356,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,72,72,,,,,0,,,,0,,,,0,,,,0,476,1,0,0,1,1,1,476,,0,0,,
769,1,1,147,147,,,,,0,,,,0,1,52,52,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
771,0,,,,0,,,,0,,,,0,1,149,149,,,,,0,,,,0,1,148,148,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,120,2,0,0,0,0,0,,,0,1,,120
773,2,1,234,234,,,,,0,,,,0,1,45,45,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
774,0,,,,0,,,,0,,,,0,1,110,110,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,38,,38,,,,0,,,,0,,,,0,,,,0,500,1,0,0,1,1,1,500,,0,0,,
776,1,1,160,160,,,,,0,,,,0,1,84,84,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
782,2,1,241,241,,,,,0,,,,0,,,,0,,,,0,,,,0,0,619,,619,,,,0,,,,0,,,,0,,,,0,1,69,69,,,,,0,,,,0,,,,0,,,,0,242,2,0,1,1,0,0,,,1,1,242,
785,2,1,185,185,,,,,0,,,,0,1,57,57,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
791,0,1,111,111,,,,,0,,,,0,,,,0,,,,0,,,,0,1,118,118,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,258,2,0,0,1,0,0,,,1,1,258,
792,0,,,,0,,,,0,,,,0,1,154,154,,,,,0,,,,0,1,299,299,,,,,0,,,,0,,,,0,,,,0,1,59,59,,,,,0,,,,0,,,,0,,,,0,182,2,0,1,1,0,0,,,1,1,182,
793,1,,,,0,,,,0,,,,0,1,108,108,,,,,0,,,,0,1,85,85,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,629,2,0,0,1,0,0,,,1,1,629,
794,2,,,,0,,,,0,,,,0,1,126,126,,,,,0,,,,0,0,363,,363,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,232,2,0,0,1,0,0,,,1,1,232,
796,1,1,177,177,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,47,47,,,,,0,,,,0,,,,0,,,,0,180,1,0,0,1,1,1,180,,0,0,,
801,1,1,239,239,,,,,0,,,,0,1,271,271,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,9926,,0,0,1,0,0,,,0,0,,
802,2,,,,0,,,,0,,,,0,1,252,252,,,,,0,,,,0,1,358,358,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,230,2,0,0,1,0,0,,,1,1,230,
803,1,1,214,214,,,,,0,,,,0,,,,0,,,,0,,,,0,0,211,,211,,,,0,,,,0,,,,0,,,,0,1,78,78,,,,,0,,,,0,,,,0,,,,0,107,,0,0,0,0,0,,,0,0,,
804,1,,,,0,,,,0,,,,0,1,465,465,,,,,0,,,,0,0,143,,143,,,,0,,,,0,,,,0,,,,0,1,32,32,,,,,0,,,,0,,,,0,,,,0,211,1,1,0,1,1,1,211,,0,0,,
806,2,1,86,86,,,,,0,,,,0,,,,0,,,,0,,,,0,0,148,,148,,,,0,,,,0,,,,0,,,,0,1,71,71,,,,,0,,,,0,,,,0,,,,0,197,2,0,1,1,0,0,,,1,1,197,
807,0,1,161,161,,,,,0,,,,0,,,,0,,,,0,,,,0,1,257,257,,,,,0,,,,0,,,,0,,,,0,1,136,136,,,,,0,,,,0,,,,0,,,,0,175,1,1,0,1,1,1,175,,0,0,,
813,1,1,152,152,,,,,0,,,,0,,,,0,,,,0,,,,0,1,127,127,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,206,2,0,0,1,0,0,,,1,1,206,
817,1,,,,0,,,,0,,,,0,1,160,160,,,,,0,,,,0,0,132,,132,,,,0,,,,0,,,,0,,,,0,1,70,70,,,,,0,,,,0,,,,0,,,,0,325,2,0,1,1,0,0,,,1,1,325,
818,1,,,,0,,,,0,,,,0,1,130,130,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,78,78,,,,,0,,,,0,,,,0,,,,0,296,1,0,0,1,1,1,296,,0,0,,
820,1,,,,0,,,,0,,,,0,1,180,180,,,,,0,,,,0,0,28,,28,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,10,,0,0,0,0,0,,,0,1,,10
821,1,1,99,99,,,,,0,,,,0,1,34,34,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
824,2,1,99,99,,,,,0,,,,0,,,,0,,,,0,,,,0,1,82,82,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,454,1,0,0,1,0,0,,,1,1,454,
826,1,,,,0,,,,0,,,,0,1,454,454,,,,,0,,,,0,0,872,,872,,,,0,,,,0,,,,0,,,,0,1,129,129,,,,,0,,,,0,,,,0,,,,0,408,2,0,1,1,0,0,,,1,1,408,
830,0,1,257,257,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,39,39,,,,,0,,,,0,,,,0,,,,0,343,1,0,0,1,1,1,343,,0,0,,
832,1,1,391,391,,,,,0,,,,0,,,,0,,,,0,,,,0,0,421,,421,,,,0,,,,0,,,,0,,,,0,1,99,99,,,,,0,,,,0,,,,0,,,,0,73,,0,0,0,0,0,,,0,0,,
836,2,,,,0,,,,0,,,,0,1,182,182,,,,,0,,,,0,0,107,,107,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,247,2,0,0,1,0,0,,,1,1,247,
840,1,,,,0,,,,0,,,,0,1,367,367,,,,,0,,,,0,1,751,751,,,,,0,,,,0,,,,0,,,,0,1,188,188,,,,,0,,,,0,,,,0,,,,0,417,2,0,1,1,0,0,,,1,1,417,
842,1,1,90,90,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,46,46,,,,,0,,,,0,,,,0,,,,0,243,1,0,0,1,1,1,243,,0,0,,
843,1,,,,0,,,,0,,,,0,1,118,118,,,,,0,,,,0,1,112,112,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,80,,0,0,,0,0,,,0,1,,80
844,2,,,,0,,,,0,,,,0,1,156,156,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,39,39,,,,,0,,,,0,,,,0,,,,0,185,1,0,0,1,1,1,185,,0,0,,
848,1,1,15,15,,,,,0,,,,0,,,,0,,,,0,,,,0,1,70,70,,,,,0,,,,0,,,,0,,,,0,1,19,19,,,,,0,,,,0,,,,0,,,,0,141,2,0,1,1,0,0,,,1,1,141,
849,1,,,,0,,,,0,,,,0,1,311,311,,,,,0,,,,0,1,117,117,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,469,2,0,0,1,0,0,,,1,1,469,
851,1,,,,0,,,,0,,,,0,1,266,266,,,,,0,,,,0,0,129,,129,,,,0,,,,0,,,,0,,,,0,0,33,,33,,,,0,,,,0,,,,0,,,,0,160,2,0,1,1,0,0,,,1,1,160,
852,1,1,105,105,,,,,0,,,,0,,,,0,,,,0,,,,0,1,564,564,,,,,0,,,,0,,,,0,,,,0,1,26,26,,,,,0,,,,0,,,,0,,,,0,215,2,0,1,0,0,0,,,0,1,,215
856,1,1,159,159,,,,,0,,,,0,,,,0,,,,0,,,,0,1,88,88,,,,,0,,,,0,,,,0,,,,0,0,65,,65,,,,0,,,,0,,,,0,,,,0,310,1,1,0,1,1,1,310,,0,0,,
863,2,1,110,110,,,,,0,,,,0,,,,0,,,,0,,,,0,0,89,,89,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,210,2,0,0,0,0,0,,,0,1,,210
866,1,,,,0,,,,0,,,,0,1,115,115,,,,,0,,,,0,1,131,131,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,156,2,0,0,1,0,0,,,1,1,156,
868,1,1,101,101,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,78,78,,,,,0,,,,0,,,,0,,,,0,474,1,0,0,1,1,1,474,,0,0,,
870,0,,,,0,,,,0,,,,0,1,79,79,,,,,0,,,,0,,22,,22,,,,0,,,,0,,,,0,,,,0,1,29,29,,,,,0,,,,0,,,,0,,,,0,132,,0,0,,0,0,,,0,0,,
873,2,,,,0,,,,0,,,,0,1,313,313,,,,,0,,,,0,1,186,186,,,,,0,,,,0,,,,0,,,,0,1,23,23,,,,,0,,,,0,,,,0,,,,0,244,2,0,1,1,0,0,,,1,1,244,
875,1,1,155,155,,,,,0,,,,0,1,54,54,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,3,0,0,1,0,0,,,0,0,,
878,1,1,206,206,,,,,0,,,,0,,,,0,,,,0,,,,0,0,35,,35,,,,0,,,,0,,,,0,,,,0,1,39,39,,,,,0,,,,0,,,,0,,,,0,270,2,0,1,1,0,0,,,1,1,270,
883,2,1,160,160,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,67,67,,,,,0,,,,0,,,,0,,,,0,85,,0,0,,0,1,,85,0,0,,
887,1,1,160,160,,,,,0,,,,0,,,,0,,,,0,,,,0,0,487,,487,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,255,2,0,0,0,0,0,,,0,1,,255
891,1,1,197,197,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,47,47,,,,,0,,,,0,,,,0,,,,0,204,1,0,0,1,1,1,204,,0,0,,
892,1,0,345,,345,,,,0,,,,0,,,,0,,,,0,,,,0,1,217,217,,,,,0,,,,0,,,,0,,,,0,1,76,76,,,,,0,,,,0,,,,0,,,,0,379,2,0,1,1,0,0,,,1,1,379,
893,0,,5,,5,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,4,,4,,,,0,,,,0,,,,0,,,,0,3,,0,0,,0,1,,3,0,0,,
